gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,EstimatedAnnualRevenue,AverageMonthlySpend,ContractWeight,LoyaltyScore,TenureCategory,ServiceCount,RetentionScore,SupportUsageScore,InternetUsageCategory,HighValueCustomer,PremiumCustomer,CustomerValueScore,CustomerRiskScore,ActualChurn,PredictedChurnClass,PredictedChurnLabel,ChurnProbability,ChurnProbabilityPercent,ActualChurnLabel,CustomerRiskRank,RiskCategory,RetentionPriority,CustomerValueGroup,BusinessSegment,RecommendedAction,RecommendedOffer,RecommendedChannel,RecommendationReason,RecommendationPriorityScore,RecommendationRank
Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,No,520.45,892.2,74.35,1,14.9,New Customer,2,14.2,1,High-Speed Internet,0,0,9.85,89.49,0,0,Predicted Stay,0.380780176123106,38.08,Stayed,2126,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, low service adoption, limited support-service usage",26.79,3869
Male,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7,4378.9,No,4336.2,788.4,65.7,3,76.2,Loyal Customer,5,64.6,3,Standard Internet,1,0,66.05,14.26,0,0,Predicted Stay,0.006139261949209949,0.61,Stayed,6677,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.79,3870
Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,Yes,246.0,590.4,49.2,1,13.5,New Customer,2,13.0,1,Standard Internet,0,0,7.64,90.49,1,0,Predicted Stay,0.3953221115503342,39.53,Churned,2044,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, low service adoption, limited support-service usage",26.78,3871
Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No,4432.0,831.0,69.25,3,74.8,Loyal Customer,5,63.4,3,Standard Internet,1,0,66.01,15.27,0,0,Predicted Stay,0.006301164930340717,0.63,Stayed,6663,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.78,3872
Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No,651.7,411.6,34.3,1,23.3,Developing Customer,2,21.4,2,Standard Internet,0,0,14.23,83.46,0,0,Predicted Stay,0.3513025726636722,35.13,Stayed,2286,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, low service adoption",26.77,3873
Male,1,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,2466.75,538.2,44.85,1,48.5,Loyal Customer,3,48.0,2,Standard Internet,0,0,38.2,61.63,0,0,Predicted Stay,0.19137649714314575,19.14,Stayed,3414,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",26.76,3874
Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,No,4237.95,892.2,74.35,3,69.9,Loyal Customer,5,59.2,2,Standard Internet,1,0,62.76,18.78,0,0,Predicted Stay,0.027418904897269555,2.74,Stayed,5638,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.75,3875
Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,No,656.15,715.8,59.65,1,17.7,New Customer,3,21.6,1,Standard Internet,0,0,14.35,83.73,0,0,Predicted Stay,0.3499880033371161,35.0,Stayed,2292,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, limited support-service usage",26.74,3876
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,2923.8,1063.2,88.6,1,33.1,Established Customer,5,44.8,3,High-Speed Internet,0,0,39.24,65.18,0,0,Predicted Stay,0.18400985785288212,18.4,Stayed,3484,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",26.74,3877
Female,0,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,No,3577.8,640.8,53.4,1,56.9,Loyal Customer,4,60.2,2,Standard Internet,0,0,50.81,51.86,0,0,Predicted Stay,0.10677655059810018,10.68,Stayed,4248,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",26.73,3878
Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,4009.1,1023.6,85.3,3,62.9,Established Customer,7,63.2,3,Standard Internet,1,0,63.41,16.3,0,0,Predicted Stay,0.022780934134746526,2.28,Stayed,5800,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.73,3879
Male,0,Yes,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.2,4016.3,No,4118.4,950.4,79.2,3,66.4,Loyal Customer,6,61.2,3,Standard Internet,1,0,63.06,17.54,0,0,Predicted Stay,0.024895444819172382,2.49,Stayed,5724,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.72,3880
Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,4346.1,790.2,65.85,3,76.2,Loyal Customer,5,64.6,4,Standard Internet,1,0,66.11,14.26,0,0,Predicted Stay,0.004463298873717755,0.45,Stayed,6827,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.71,3881
Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,No,4260.2,751.8,62.65,3,77.6,Loyal Customer,5,65.8,4,Standard Internet,1,0,66.21,13.26,0,0,Predicted Stay,0.0036554036240625813,0.37,Stayed,6896,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.7,3882
Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,761.25,609.0,50.75,2,30.5,Developing Customer,3,24.0,1,Standard Internet,0,0,20.47,64.55,0,0,Predicted Stay,0.30860821967639196,30.86,Stayed,2589,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,limited support-service usage,26.7,3883
Female,0,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,1654.35,484.2,40.35,1,38.7,Established Customer,2,34.6,1,Standard Internet,0,0,26.73,72.41,0,0,Predicted Stay,0.26668371037375216,26.67,Stayed,2832,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, low service adoption, limited support-service usage",26.69,3884
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,No,4294.2,1010.4,84.2,2,55.7,Loyal Customer,4,50.6,2,High-Speed Internet,1,0,54.48,42.72,0,0,Predicted Stay,0.0813040599518384,8.13,Stayed,4581,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.67,3885
Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,137.25,No,151.2,604.8,50.4,1,12.1,New Customer,2,11.8,0,Standard Internet,0,0,6.49,91.5,0,0,Predicted Stay,0.40101017391419247,40.1,Stayed,2016,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, low service adoption, limited support-service usage",26.66,3886
Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,No,4236.75,807.0,67.25,3,74.1,Loyal Customer,5,62.8,2,Standard Internet,1,0,64.56,15.77,0,0,Predicted Stay,0.013976872672280203,1.4,Stayed,6199,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.66,3887
Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,No,3122.0,1070.4,89.2,2,44.5,Established Customer,4,41.0,2,High-Speed Internet,0,0,42.81,50.75,0,0,Predicted Stay,0.15833511011867585,15.83,Stayed,3743,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.62,3888
Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No,2233.4,1030.8,85.9,1,28.2,Established Customer,3,30.6,1,High-Speed Internet,0,0,28.09,76.2,0,0,Predicted Stay,0.2561015801964101,25.61,Stayed,2912,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, limited support-service usage",26.6,3889
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,4451.7,809.4,67.45,1,56.2,Loyal Customer,5,64.6,3,Standard Internet,1,0,58.12,48.61,0,0,Predicted Stay,0.055642920025333005,5.56,Stayed,4961,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",26.59,3890
Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,4214.1,766.2,63.85,1,56.2,Loyal Customer,4,59.6,1,Standard Internet,1,0,54.23,52.36,0,0,Predicted Stay,0.08169177215035756,8.17,Stayed,4575,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, limited support-service usage",26.59,3891
Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,2611.95,949.8,79.15,2,43.1,Established Customer,6,49.8,2,Standard Internet,0,0,44.22,44.26,0,0,Predicted Stay,0.14819925397293573,14.82,Stayed,3852,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.58,3892
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,44.9,538.8,44.9,1,10.7,New Customer,1,5.6,0,Standard Internet,0,0,2.76,96.25,1,0,Predicted Stay,0.42457937416971847,42.46,Churned,1866,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, low service adoption, limited support-service usage",26.58,3893
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,Yes,95.6,573.6,47.8,1,11.4,New Customer,2,11.2,1,Standard Internet,0,0,5.86,92.0,1,0,Predicted Stay,0.4035167631508302,40.35,Churned,2000,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, low service adoption, limited support-service usage",26.56,3894
Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,4152.8,859.2,71.6,3,70.6,Loyal Customer,6,64.8,4,Standard Internet,1,0,65.07,14.53,0,0,Predicted Stay,0.008889300746502744,0.89,Stayed,6489,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.56,3895
Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,No,4086.65,1043.4,86.95,2,52.9,Established Customer,7,63.2,4,Standard Internet,1,0,59.56,33.48,0,0,Predicted Stay,0.04535659348198169,4.54,Stayed,5181,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.55,3896
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,4265.0,No,4302.0,717.0,59.75,3,80.4,Loyal Customer,4,63.2,2,Standard Internet,1,0,65.16,15.0,0,0,Predicted Stay,0.007716732869173776,0.77,Stayed,6556,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.53,3897
Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,1366.2,910.8,75.9,1,22.6,Developing Customer,2,20.8,1,High-Speed Internet,0,0,18.11,83.96,0,0,Predicted Stay,0.3212102846985408,32.12,Stayed,2499,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, low service adoption, limited support-service usage",26.52,3898
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,4177.8,759.6,63.3,3,76.2,Loyal Customer,4,59.6,1,Standard Internet,1,0,62.62,18.01,0,0,Predicted Stay,0.02443408215284222,2.44,Stayed,5737,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",26.51,3899
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,No,44.05,528.6,44.05,1,10.7,New Customer,1,5.6,0,Standard Internet,0,0,2.76,96.25,0,0,Predicted Stay,0.423333476615182,42.33,Stayed,1873,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, low service adoption, limited support-service usage",26.5,3900
Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,No,2555.0,1095.0,91.25,2,39.6,Established Customer,4,36.8,2,High-Speed Internet,0,1,37.38,54.27,0,0,Predicted Stay,0.19232273215328038,19.23,Stayed,3401,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.49,3901
Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,3770.0,No,3817.8,848.4,70.7,2,57.8,Loyal Customer,5,57.4,2,Standard Internet,1,0,55.1,37.46,0,0,Predicted Stay,0.07421310887702505,7.42,Stayed,4685,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.49,3902
Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No,3178.5,978.0,81.5,1,37.3,Established Customer,3,38.4,2,High-Speed Internet,0,0,37.54,69.67,0,0,Predicted Stay,0.19118529268352777,19.12,Stayed,3416,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",26.49,3903
Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,4242.0,909.0,75.75,2,59.2,Loyal Customer,5,58.6,2,Standard Internet,1,0,58.18,36.46,0,0,Predicted Stay,0.05361985971327035,5.36,Stayed,5005,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.49,3904
Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,No,3835.2,902.4,75.2,3,65.7,Loyal Customer,5,55.6,1,Standard Internet,1,0,58.6,21.8,0,0,Predicted Stay,0.05075559578911435,5.08,Stayed,5073,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",26.49,3905
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes,45.75,549.0,45.75,1,10.7,New Customer,1,5.6,0,Standard Internet,0,0,2.77,96.25,1,0,Predicted Stay,0.42293128590827317,42.29,Churned,1874,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, low service adoption, limited support-service usage",26.48,3906
Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,3114.3,889.8,74.15,1,39.4,Established Customer,2,35.2,1,High-Speed Internet,0,0,35.57,71.91,1,0,Predicted Stay,0.2041317908062621,20.41,Churned,3304,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, low service adoption, limited support-service usage",26.48,3907
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1465.0,703.2,58.6,1,27.5,Established Customer,5,40.0,3,Standard Internet,0,0,28.3,69.2,1,0,Predicted Stay,0.2523141658268839,25.23,Churned,2943,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,flexible month-to-month contract,26.46,3908
Male,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No,3843.2,720.6,60.05,3,74.8,Loyal Customer,5,63.4,3,Standard Internet,1,0,62.56,15.27,0,0,Predicted Stay,0.023805653167115175,2.38,Stayed,5761,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.45,3909
Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,No,2641.0,834.0,69.5,1,36.6,Established Customer,1,27.8,0,High-Speed Internet,0,0,29.09,77.67,0,0,Predicted Stay,0.2468088656304864,24.68,Stayed,2997,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, low service adoption, limited support-service usage",26.44,3910
Male,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,No,381.7,416.4,34.7,1,17.7,New Customer,2,16.6,2,Standard Internet,0,0,10.25,87.48,0,0,Predicted Stay,0.372255807774231,37.23,Stayed,2172,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, low service adoption",26.44,3911
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No,43.85,526.2,43.85,1,10.7,New Customer,1,5.6,0,Standard Internet,0,0,2.76,96.25,0,0,Predicted Stay,0.4222292938214928,42.22,Stayed,1878,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, low service adoption, limited support-service usage",26.44,3912
Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,596.5,715.8,59.65,1,17.0,New Customer,3,21.0,1,Standard Internet,0,0,13.7,84.23,0,0,Predicted Stay,0.34922817467636613,34.92,Stayed,2298,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, limited support-service usage",26.43,3913
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,3748.45,737.4,61.45,3,72.7,Loyal Customer,5,61.6,3,Standard Internet,0,0,61.11,16.77,0,0,Predicted Stay,0.0330483884718487,3.3,Stayed,5478,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.43,3914
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,No,3830.45,647.4,53.95,3,79.7,Loyal Customer,5,67.6,4,Standard Internet,1,0,64.6,11.75,0,0,Predicted Stay,0.00978686889261321,0.98,Stayed,6432,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.43,3915
Male,1,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes,3167.5,543.0,45.25,2,69.0,Loyal Customer,2,52.0,0,Standard Internet,0,0,48.62,40.68,1,0,Predicted Stay,0.11635855515144815,11.64,Churned,4148,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, low service adoption, limited support-service usage",26.43,3916
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,No,4334.4,825.6,68.8,2,64.1,Loyal Customer,6,67.8,4,Standard Internet,1,0,63.33,29.19,0,0,Predicted Stay,0.018012740489513925,1.8,Stayed,5980,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.41,3917
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,No,910.2,910.2,75.85,2,28.4,New Customer,5,32.2,1,Standard Internet,0,0,25.44,58.55,0,0,Predicted Stay,0.27045625832715725,27.05,Stayed,2807,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,limited support-service usage,26.4,3918
Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,No,2863.65,673.8,56.15,2,55.7,Loyal Customer,4,50.6,2,Standard Internet,0,0,46.12,42.72,0,0,Predicted Stay,0.13252147693149452,13.25,Stayed,3986,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.4,3919
Male,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.65,3735.45,No,3814.35,775.8,64.65,1,51.3,Loyal Customer,4,55.4,2,Standard Internet,1,0,49.78,55.88,0,0,Predicted Stay,0.10812510757990959,10.81,Stayed,4230,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",26.4,3920
Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,124.3,745.8,62.15,1,11.4,New Customer,3,16.2,1,Standard Internet,0,0,8.53,88.25,0,0,Predicted Stay,0.3828176623063449,38.28,Stayed,2122,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"flexible month-to-month contract, limited support-service usage",26.38,3921
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,No,3967.2,820.8,68.4,2,60.6,Loyal Customer,5,59.8,2,Standard Internet,1,0,57.18,35.45,0,0,Predicted Stay,0.058502863035738935,5.85,Stayed,4911,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.38,3922
Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,712.4,657.6,54.8,1,19.1,Developing Customer,3,22.8,2,Standard Internet,0,0,15.28,82.72,0,0,Predicted Stay,0.33779302417074997,33.78,Stayed,2370,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,flexible month-to-month contract,26.38,3923
Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,No,3791.15,745.8,62.15,3,72.7,Loyal Customer,5,61.6,3,Standard Internet,0,0,61.36,16.77,0,0,Predicted Stay,0.03037862495179738,3.04,Stayed,5563,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.37,3924
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,No,1672.0,912.0,76.0,2,35.4,Developing Customer,2,23.2,0,High-Speed Internet,0,0,25.41,64.78,0,0,Predicted Stay,0.2700576002095499,27.01,Stayed,2809,Moderate,Low Priority,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Standard marketing communication,"low service adoption, limited support-service usage",26.37,3925
Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,No,3757.5,901.8,75.15,3,65.0,Loyal Customer,6,60.0,3,Standard Internet,0,0,60.35,18.55,0,0,Predicted Stay,0.037011550614201964,3.7,Stayed,5375,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,26.36,3926
