CustomerRiskRank,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RetentionPriority
1596,0.4786862619613457,47.87,Moderate,Monitor
1597,0.4784639437154554,47.85,Moderate,Monitor
1598,0.47826244943669727,47.83,Moderate,Monitor
1599,0.4778222310828862,47.78,Moderate,Monitor
1600,0.47770454175624116,47.77,Moderate,Monitor
1601,0.4776979651865203,47.77,Moderate,Monitor
1602,0.47759752046940085,47.76,Moderate,Monitor
1603,0.47736429357343624,47.74,Moderate,Monitor
1604,0.47731396868114256,47.73,Moderate,Monitor
1605,0.4772439881157944,47.72,Moderate,Monitor
1606,0.4770785541060349,47.71,Moderate,Monitor
1607,0.4766088704018741,47.66,Moderate,Monitor
1608,0.4765587329676815,47.66,Moderate,Monitor
1609,0.4764645178227349,47.65,Moderate,Monitor
1610,0.4763522463280172,47.64,Moderate,Monitor
1611,0.47634376915497834,47.63,Moderate,Monitor
1612,0.4762261766058476,47.62,Moderate,Monitor
1613,0.476187436177749,47.62,Moderate,Monitor
1614,0.4757199381037681,47.57,Moderate,Monitor
1615,0.47566917868805864,47.57,Moderate,Monitor
1616,0.4755099080801353,47.55,Moderate,Monitor
1617,0.4754508044362466,47.55,Moderate,Monitor
1618,0.4748715601544656,47.49,Moderate,Monitor
1619,0.47478388608436906,47.48,Moderate,Monitor
1620,0.47450937615610006,47.45,Moderate,Monitor
1621,0.47450089933889417,47.45,Moderate,Monitor
1622,0.47418746564498426,47.42,Moderate,Monitor
1623,0.4738927324296642,47.39,Moderate,Monitor
1624,0.47356484563101703,47.36,Moderate,Monitor
1625,0.47329077972241773,47.33,Moderate,Monitor
1626,0.473086718035308,47.31,Moderate,Monitor
1627,0.47305855493553484,47.31,Moderate,Monitor
1628,0.4730066019542487,47.3,Moderate,Monitor
1629,0.4729023905776855,47.29,Moderate,Monitor
1630,0.4724506076382423,47.25,Moderate,Monitor
1631,0.47241452631895386,47.24,Moderate,Monitor
1632,0.4723626042457408,47.24,Moderate,Monitor
1633,0.47235458040076805,47.24,Moderate,Monitor
1634,0.47230656379495545,47.23,Moderate,Monitor
1635,0.4721275700405509,47.21,Moderate,Monitor
1636,0.4721111578244171,47.21,Moderate,Monitor
1637,0.47200408488713796,47.2,Moderate,Monitor
1638,0.47190105349977335,47.19,Moderate,Monitor
1639,0.4716702401333465,47.17,Moderate,Monitor
1640,0.4714927132179632,47.15,Moderate,Monitor
1641,0.47149208961369066,47.15,Moderate,Monitor
1642,0.4714780205934301,47.15,Moderate,Monitor
1643,0.47139974630790465,47.14,Moderate,Monitor
1644,0.4712291840167334,47.12,Moderate,Monitor
1645,0.47118842733547467,47.12,Moderate,Monitor
1646,0.47109527498894643,47.11,Moderate,Monitor
1647,0.47079134221043856,47.08,Moderate,Monitor
1648,0.4707270433692679,47.07,Moderate,Monitor
1649,0.470547258194019,47.05,Moderate,Monitor
1650,0.4703339419491101,47.03,Moderate,Monitor
1651,0.4699285010606938,46.99,Moderate,Monitor
1652,0.4699048594148917,46.99,Moderate,Monitor
1653,0.4697320505898296,46.97,Moderate,Monitor
1654,0.46953064010333145,46.95,Moderate,Monitor
1655,0.4690711121782693,46.91,Moderate,Monitor
1656,0.4689089807751357,46.89,Moderate,Monitor
1657,0.4687649665030996,46.88,Moderate,Monitor
1658,0.46870554682044924,46.87,Moderate,Monitor
1659,0.4686832132231073,46.87,Moderate,Monitor
1660,0.46853571511084685,46.85,Moderate,Monitor
1661,0.46741248207850383,46.74,Moderate,Monitor
1662,0.4672838565841922,46.73,Moderate,Monitor
1663,0.46722159257994794,46.72,Moderate,Monitor
1664,0.4666976264286304,46.67,Moderate,Monitor
1665,0.46663248473655433,46.66,Moderate,Monitor
1666,0.4663634378221879,46.64,Moderate,Monitor
1667,0.4663381941824519,46.63,Moderate,Monitor
1668,0.4663169609600054,46.63,Moderate,Monitor
1669,0.46616191329901996,46.62,Moderate,Monitor
1670,0.4660029647610566,46.6,Moderate,Monitor
1671,0.46584894648695413,46.58,Moderate,Monitor
1672,0.46575767631842707,46.58,Moderate,Monitor
1673,0.4657483246377733,46.57,Moderate,Monitor
1674,0.46553688969749835,46.55,Moderate,Monitor
1675,0.4654709933256561,46.55,Moderate,Monitor
1676,0.46545539789679435,46.55,Moderate,Monitor
1677,0.4653402361549994,46.53,Moderate,Monitor
1678,0.46526431772798293,46.53,Moderate,Monitor
1679,0.4651745098161912,46.52,Moderate,Monitor
1680,0.464859431614211,46.49,Moderate,Monitor
1681,0.4642306825056651,46.42,Moderate,Monitor
1682,0.4640781073751542,46.41,Moderate,Monitor
1683,0.4639439078641587,46.39,Moderate,Monitor
1684,0.46362141720179323,46.36,Moderate,Monitor
1685,0.4635854630812317,46.36,Moderate,Monitor
1686,0.4627239728155965,46.27,Moderate,Monitor
1687,0.4626857875140427,46.27,Moderate,Monitor
1688,0.46265799052658185,46.27,Moderate,Monitor
1689,0.46232966746394616,46.23,Moderate,Monitor
1690,0.4619837588624346,46.2,Moderate,Monitor
1691,0.4613242395157797,46.13,Moderate,Monitor
1692,0.4612939773573938,46.13,Moderate,Monitor
1693,0.4612463544208448,46.12,Moderate,Monitor
1694,0.46099013596394167,46.1,Moderate,Monitor
1695,0.4608295910843535,46.08,Moderate,Monitor
1696,0.4607604577759345,46.08,Moderate,Monitor
1697,0.4607243174574599,46.07,Moderate,Monitor
1698,0.46054051996922907,46.05,Moderate,Monitor
1699,0.46050462410495624,46.05,Moderate,Monitor
1700,0.4604075397545222,46.04,Moderate,Monitor
1701,0.45994758639924993,45.99,Moderate,Monitor
1702,0.4599323781314333,45.99,Moderate,Monitor
1703,0.45989062737364905,45.99,Moderate,Monitor
1704,0.4591551096243024,45.92,Moderate,Monitor
1705,0.4589909500654106,45.9,Moderate,Monitor
1706,0.45884529060533635,45.88,Moderate,Monitor
1707,0.45875560089471534,45.88,Moderate,Monitor
1708,0.4583643103863439,45.84,Moderate,Monitor
1709,0.45825970474002004,45.83,Moderate,Monitor
1710,0.45798838930206537,45.8,Moderate,Monitor
1711,0.4579221581817976,45.79,Moderate,Monitor
1712,0.45782349969748665,45.78,Moderate,Monitor
1713,0.45719132440287785,45.72,Moderate,Monitor
1714,0.4570435812425734,45.7,Moderate,Monitor
1715,0.4569424107843962,45.69,Moderate,Monitor
1716,0.4569073366104434,45.69,Moderate,Monitor
1717,0.45688553428329487,45.69,Moderate,Monitor
1718,0.45686273602910765,45.69,Moderate,Monitor
1719,0.45669486568565193,45.67,Moderate,Monitor
1720,0.4566932199474987,45.67,Moderate,Monitor
1721,0.45589669510107933,45.59,Moderate,Monitor
1722,0.45569022308600166,45.57,Moderate,Monitor
1723,0.4556591698835184,45.57,Moderate,Monitor
1724,0.4551362925531209,45.51,Moderate,Monitor
1725,0.45451666923334094,45.45,Moderate,Monitor
1726,0.4544293123008997,45.44,Moderate,Monitor
1727,0.4542561939778642,45.43,Moderate,Monitor
1728,0.45423549681881553,45.42,Moderate,Monitor
1729,0.4540986913497755,45.41,Moderate,Monitor
1730,0.45401459979343084,45.4,Moderate,Monitor
1731,0.45372426014628303,45.37,Moderate,Monitor
1732,0.4536855418170187,45.37,Moderate,Monitor
1733,0.45347844296077694,45.35,Moderate,Monitor
1734,0.4532916513591389,45.33,Moderate,Monitor
1735,0.45276976261553503,45.28,Moderate,Monitor
1736,0.4521701866889006,45.22,Moderate,Monitor
1737,0.4517331760948165,45.17,Moderate,Monitor
1738,0.4516706498092443,45.17,Moderate,Monitor
1739,0.45162470849360625,45.16,Moderate,Monitor
1740,0.4512987102004279,45.13,Moderate,Monitor
1741,0.4512450458597402,45.12,Moderate,Monitor
1742,0.45099659174643064,45.1,Moderate,Monitor
1743,0.4508791222773113,45.09,Moderate,Monitor
1744,0.45062800199509945,45.06,Moderate,Monitor
1745,0.45054957760944564,45.05,Moderate,Monitor
1746,0.45045950254060296,45.05,Moderate,Monitor
1747,0.45037970064677335,45.04,Moderate,Monitor
1748,0.45036812525448267,45.04,Moderate,Monitor
1749,0.45025739180820495,45.03,Moderate,Monitor
1750,0.45021982765840174,45.02,Moderate,Monitor
1751,0.4497758300948521,44.98,Moderate,Monitor
1752,0.4497451169959364,44.97,Moderate,Monitor
1753,0.4496680136729079,44.97,Moderate,Monitor
1754,0.44947874830803575,44.95,Moderate,Monitor
1755,0.4493716000727568,44.94,Moderate,Monitor
1756,0.4492745183040774,44.93,Moderate,Monitor
1757,0.44921566832036813,44.92,Moderate,Monitor
1758,0.44889019580758155,44.89,Moderate,Monitor
1759,0.44859474752719036,44.86,Moderate,Monitor
1760,0.4485096216964445,44.85,Moderate,Monitor
1761,0.44847235738494806,44.85,Moderate,Monitor
1762,0.4482704719248769,44.83,Moderate,Monitor
1763,0.4476945410111905,44.77,Moderate,Monitor
1764,0.4472227548148672,44.72,Moderate,Monitor
1765,0.4472105915726949,44.72,Moderate,Monitor
1766,0.4470359925493878,44.7,Moderate,Monitor
1767,0.4470054400854001,44.7,Moderate,Monitor
1768,0.4468299529579043,44.68,Moderate,Monitor
1769,0.4464866484107683,44.65,Moderate,Monitor
1770,0.4461578233241532,44.62,Moderate,Monitor
1771,0.4461305024155325,44.61,Moderate,Monitor
1772,0.44605321816077964,44.61,Moderate,Monitor
1773,0.4457174145716607,44.57,Moderate,Monitor
1774,0.44568737634520256,44.57,Moderate,Monitor
1775,0.44563837010792473,44.56,Moderate,Monitor
1776,0.44495554799400217,44.5,Moderate,Monitor
1777,0.44454194743941505,44.45,Moderate,Monitor
1778,0.4444386768165425,44.44,Moderate,Monitor
1779,0.44433850150195375,44.43,Moderate,Monitor
1780,0.4441085323598897,44.41,Moderate,Monitor
1781,0.44386104802061105,44.39,Moderate,Monitor
1782,0.4433207936613288,44.33,Moderate,Monitor
1783,0.4433173700969287,44.33,Moderate,Monitor
1784,0.4429934664816319,44.3,Moderate,Monitor
1785,0.4417714552907385,44.18,Moderate,Monitor
1786,0.44173883471973424,44.17,Moderate,Monitor
1787,0.4414846602709192,44.15,Moderate,Monitor
1788,0.4413678359684955,44.14,Moderate,Monitor
1789,0.44093398887132146,44.09,Moderate,Monitor
1790,0.440767484717734,44.08,Moderate,Monitor
1791,0.44052879357685487,44.05,Moderate,Monitor
1792,0.4404684563620843,44.05,Moderate,Monitor
1793,0.44042410154989603,44.04,Moderate,Monitor
1794,0.440073735772452,44.01,Moderate,Monitor
1795,0.4399790370181831,44.0,Moderate,Monitor
1796,0.4399036006919542,43.99,Moderate,Monitor
1797,0.43945793041579423,43.95,Moderate,Monitor
1798,0.4393739363126827,43.94,Moderate,Monitor
1799,0.43918049387595226,43.92,Moderate,Monitor
1800,0.43858600864646663,43.86,Moderate,Monitor
1801,0.43858600106775486,43.86,Moderate,Monitor
1802,0.43791334846335256,43.79,Moderate,Monitor
1803,0.43786359223096466,43.79,Moderate,Monitor
1804,0.4377993751027861,43.78,Moderate,Monitor
1805,0.4376589143248457,43.77,Moderate,Monitor
1806,0.4372820465933373,43.73,Moderate,Monitor
1807,0.43719833571349465,43.72,Moderate,Monitor
1808,0.43678437634617384,43.68,Moderate,Monitor
1809,0.43628980709225257,43.63,Moderate,Monitor
1810,0.43570911006499896,43.57,Moderate,Monitor
1811,0.4356323433812317,43.56,Moderate,Monitor
1812,0.43552142907730973,43.55,Moderate,Monitor
1813,0.43526472769290786,43.53,Moderate,Monitor
1814,0.4352343641581378,43.52,Moderate,Monitor
1815,0.43502476725981265,43.5,Moderate,Monitor
1816,0.43499600823134105,43.5,Moderate,Monitor
1817,0.43486894030378753,43.49,Moderate,Monitor
1818,0.4345497560473395,43.45,Moderate,Monitor
1819,0.43440736554229226,43.44,Moderate,Monitor
1820,0.43414802499693267,43.41,Moderate,Monitor
1821,0.43407746228779825,43.41,Moderate,Monitor
1822,0.4339827011394583,43.4,Moderate,Monitor
1823,0.43375812878237624,43.38,Moderate,Monitor
1824,0.43354970789837644,43.35,Moderate,Monitor
1825,0.43340821386481315,43.34,Moderate,Monitor
1826,0.4333390005588371,43.33,Moderate,Monitor
1827,0.43314496099418925,43.31,Moderate,Monitor
1828,0.43312937097589854,43.31,Moderate,Monitor
1829,0.4329933000779736,43.3,Moderate,Monitor
1830,0.4326988098187316,43.27,Moderate,Monitor
1831,0.43249719391497193,43.25,Moderate,Monitor
1832,0.4324300029053112,43.24,Moderate,Monitor
1833,0.43227803590960623,43.23,Moderate,Monitor
1834,0.4322270349476178,43.22,Moderate,Monitor
1835,0.43204862546587386,43.2,Moderate,Monitor
1836,0.4318822795057443,43.19,Moderate,Monitor
1837,0.43140558679955904,43.14,Moderate,Monitor
1838,0.4311913458714647,43.12,Moderate,Monitor
1839,0.430818644992575,43.08,Moderate,Monitor
1840,0.43058708796191153,43.06,Moderate,Monitor
1841,0.430348416158611,43.03,Moderate,Monitor
1842,0.4299503513173415,43.0,Moderate,Monitor
1843,0.4292699598812913,42.93,Moderate,Monitor
1844,0.4291737633470416,42.92,Moderate,Monitor
1845,0.4291427635976244,42.91,Moderate,Monitor
1846,0.42902843126759316,42.9,Moderate,Monitor
1847,0.42879837146837374,42.88,Moderate,Monitor
1848,0.4286388314763532,42.86,Moderate,Monitor
1849,0.4285200502123505,42.85,Moderate,Monitor
1850,0.428277389817908,42.83,Moderate,Monitor
1851,0.4279624101043688,42.8,Moderate,Monitor
1852,0.4277578002672276,42.78,Moderate,Monitor
1853,0.4276891815769138,42.77,Moderate,Monitor
1854,0.4276672516583553,42.77,Moderate,Monitor
1855,0.4276281323100275,42.76,Moderate,Monitor
1856,0.4276121153913008,42.76,Moderate,Monitor
1857,0.42718952829363577,42.72,Moderate,Monitor
1858,0.42594802784475927,42.59,Moderate,Monitor
1859,0.42594757621880375,42.59,Moderate,Monitor
1860,0.4259084995115085,42.59,Moderate,Monitor
1861,0.4258852158012028,42.59,Moderate,Monitor
1862,0.42568201131137606,42.57,Moderate,Monitor
1863,0.42526015870471195,42.53,Moderate,Monitor
1864,0.42514368110717043,42.51,Moderate,Monitor
1865,0.42485169839386366,42.49,Moderate,Monitor
1866,0.42457937416971847,42.46,Moderate,Monitor
1867,0.4241771324018199,42.42,Moderate,Monitor
1868,0.4240499369422376,42.4,Moderate,Monitor
1869,0.42388272554610873,42.39,Moderate,Monitor
1870,0.4238064780903488,42.38,Moderate,Monitor
1871,0.4235190807464754,42.35,Moderate,Monitor
1872,0.42346622528894884,42.35,Moderate,Monitor
1873,0.423333476615182,42.33,Moderate,Monitor
1874,0.42293128590827317,42.29,Moderate,Monitor
1875,0.42277374059783157,42.28,Moderate,Monitor
1876,0.42245158387322057,42.25,Moderate,Monitor
1877,0.4222378134234634,42.22,Moderate,Monitor
1878,0.4222292938214928,42.22,Moderate,Monitor
1879,0.42199123922522,42.2,Moderate,Monitor
1880,0.42168349278915107,42.17,Moderate,Monitor
1881,0.421457927906962,42.15,Moderate,Monitor
1882,0.42119232767605896,42.12,Moderate,Monitor
1883,0.42115569005442133,42.12,Moderate,Monitor
1884,0.4208440501538205,42.08,Moderate,Monitor
1885,0.42076027764510215,42.08,Moderate,Monitor
1886,0.4207083241546597,42.07,Moderate,Monitor
1887,0.42053316993768214,42.05,Moderate,Monitor
1888,0.420273683132751,42.03,Moderate,Monitor
1889,0.4201414859993371,42.01,Moderate,Monitor
1890,0.4197624503681961,41.98,Moderate,Monitor
1891,0.4194757736223323,41.95,Moderate,Monitor
1892,0.4191460641207545,41.91,Moderate,Monitor
1893,0.4187743961734075,41.88,Moderate,Monitor
1894,0.41859925438626183,41.86,Moderate,Monitor
1895,0.418563163258203,41.86,Moderate,Monitor
1896,0.41828177961239493,41.83,Moderate,Monitor
1897,0.41826415905485403,41.83,Moderate,Monitor
1898,0.4177229912530933,41.77,Moderate,Monitor
1899,0.4169912730989434,41.7,Moderate,Monitor
1900,0.41679930523008785,41.68,Moderate,Monitor
1901,0.4167904476079599,41.68,Moderate,Monitor
1902,0.4163481610155396,41.63,Moderate,Monitor
1903,0.4163355193448825,41.63,Moderate,Monitor
1904,0.41626945104776414,41.63,Moderate,Monitor
1905,0.415960036784695,41.6,Moderate,Monitor
1906,0.4159527699122877,41.6,Moderate,Monitor
1907,0.4157824444002032,41.58,Moderate,Monitor
1908,0.41577247631192166,41.58,Moderate,Monitor
1909,0.4155939774668064,41.56,Moderate,Monitor
1910,0.4154448329603788,41.54,Moderate,Monitor
1911,0.41513409275521473,41.51,Moderate,Monitor
1912,0.415130840815045,41.51,Moderate,Monitor
1913,0.4150782826950807,41.51,Moderate,Monitor
1914,0.4148594754070623,41.49,Moderate,Monitor
1915,0.4147956312028134,41.48,Moderate,Monitor
1916,0.41461004041688726,41.46,Moderate,Monitor
1917,0.4145442096465788,41.45,Moderate,Monitor
1918,0.41431039954248994,41.43,Moderate,Monitor
1919,0.41416519202889485,41.42,Moderate,Monitor
1920,0.4137838248062948,41.38,Moderate,Monitor
1921,0.4136878076679089,41.37,Moderate,Monitor
1922,0.41350863375656866,41.35,Moderate,Monitor
1923,0.4134871852279238,41.35,Moderate,Monitor
1924,0.41338356357013417,41.34,Moderate,Monitor
1925,0.4131326792895364,41.31,Moderate,Monitor
1926,0.41304058238252045,41.3,Moderate,Monitor
1927,0.41289443844019513,41.29,Moderate,Monitor
1928,0.41278053237159107,41.28,Moderate,Monitor
1929,0.4125282046809564,41.25,Moderate,Monitor
1930,0.41245173004133806,41.25,Moderate,Monitor
1931,0.41228698186334134,41.23,Moderate,Monitor
1932,0.4121265000906761,41.21,Moderate,Monitor
1933,0.4120036013177164,41.2,Moderate,Monitor
1934,0.41180993494005075,41.18,Moderate,Monitor
1935,0.41144198899701145,41.14,Moderate,Monitor
1936,0.4111727553329556,41.12,Moderate,Monitor
1937,0.4111182607732833,41.11,Moderate,Monitor
1938,0.41108581231283225,41.11,Moderate,Monitor
1939,0.41090438152781184,41.09,Moderate,Monitor
1940,0.4108306460797412,41.08,Moderate,Monitor
1941,0.4108239973488051,41.08,Moderate,Monitor
1942,0.4106679731221433,41.07,Moderate,Monitor
1943,0.4104772681758696,41.05,Moderate,Monitor
1944,0.4103664160830807,41.04,Moderate,Monitor
1945,0.41028316364870315,41.03,Moderate,Monitor
1946,0.41026029644329176,41.03,Moderate,Monitor
1947,0.4102360357341505,41.02,Moderate,Monitor
1948,0.4101889586658553,41.02,Moderate,Monitor
1949,0.4101699944951701,41.02,Moderate,Monitor
1950,0.4101366564623814,41.01,Moderate,Monitor
1951,0.410009505678486,41.0,Moderate,Monitor
1952,0.40989775366431774,40.99,Moderate,Monitor
1953,0.4093571784391472,40.94,Moderate,Monitor
1954,0.40924445177784463,40.92,Moderate,Monitor
1955,0.40924445177784463,40.92,Moderate,Monitor
1956,0.4090586496543851,40.91,Moderate,Monitor
1957,0.4089709314337521,40.9,Moderate,Monitor
1958,0.4088677272915976,40.89,Moderate,Monitor
1959,0.40882298887432456,40.88,Moderate,Monitor
1960,0.40878148299805495,40.88,Moderate,Monitor
1961,0.4083721493397165,40.84,Moderate,Monitor
1962,0.4083657118799097,40.84,Moderate,Monitor
1963,0.4082024569412245,40.82,Moderate,Monitor
1964,0.4081738516429791,40.82,Moderate,Monitor
1965,0.40801059493771547,40.8,Moderate,Monitor
1966,0.4079896739770448,40.8,Moderate,Monitor
1967,0.40782976718299424,40.78,Moderate,Monitor
1968,0.4077776478635668,40.78,Moderate,Monitor
1969,0.4077570424823025,40.78,Moderate,Monitor
1970,0.4075287337974165,40.75,Moderate,Monitor
1971,0.40751113266455635,40.75,Moderate,Monitor
1972,0.407063423495498,40.71,Moderate,Monitor
1973,0.40699339175398125,40.7,Moderate,Monitor
1974,0.4069814118986956,40.7,Moderate,Monitor
1975,0.4067300003232552,40.67,Moderate,Monitor
1976,0.4066125848821558,40.66,Moderate,Monitor
1977,0.4066040858778156,40.66,Moderate,Monitor
1978,0.40614442096849246,40.61,Moderate,Monitor
1979,0.40598683796464363,40.6,Moderate,Monitor
1980,0.4059114092722371,40.59,Moderate,Monitor
1981,0.40590789907547253,40.59,Moderate,Monitor
1982,0.4058216698340542,40.58,Moderate,Monitor
1983,0.4057445673532905,40.57,Moderate,Monitor
1984,0.40551770180671093,40.55,Moderate,Monitor
1985,0.4052762560817986,40.53,Moderate,Monitor
1986,0.40526857241979924,40.53,Moderate,Monitor
1987,0.40497838756611104,40.5,Moderate,Monitor
1988,0.4045077142590531,40.45,Moderate,Monitor
1989,0.40450650528175747,40.45,Moderate,Monitor
1990,0.40446431453274434,40.45,Moderate,Monitor
1991,0.40446245835173733,40.45,Moderate,Monitor
1992,0.40420323698866406,40.42,Moderate,Monitor
1993,0.404142330289889,40.41,Moderate,Monitor
1994,0.4040660519258893,40.41,Moderate,Monitor
1995,0.40399510467868194,40.4,Moderate,Monitor
1996,0.4038026242547014,40.38,Moderate,Monitor
1997,0.40376127307259224,40.38,Moderate,Monitor
1998,0.4037220325978176,40.37,Moderate,Monitor
1999,0.40365408926096985,40.37,Moderate,Monitor
2000,0.4035167631508302,40.35,Moderate,Monitor
2001,0.40351226763486164,40.35,Moderate,Monitor
2002,0.4030981572942815,40.31,Moderate,Monitor
2003,0.4029487987551612,40.29,Moderate,Monitor
2004,0.40279469677990687,40.28,Moderate,Monitor
2005,0.4027453953710596,40.27,Moderate,Monitor
2006,0.402075975000537,40.21,Moderate,Monitor
2007,0.40189488670895,40.19,Moderate,Monitor
2008,0.4017561741992441,40.18,Moderate,Monitor
2009,0.4017406959394898,40.17,Moderate,Monitor
2010,0.40169317104751134,40.17,Moderate,Monitor
2011,0.4012786824672848,40.13,Moderate,Monitor
2012,0.40125242073305306,40.13,Moderate,Monitor
2013,0.4011895055940766,40.12,Moderate,Monitor
2014,0.40112140516598005,40.11,Moderate,Monitor
2015,0.4010455567636162,40.1,Moderate,Monitor
2016,0.40101017391419247,40.1,Moderate,Monitor
2017,0.4008192014945186,40.08,Moderate,Monitor
2018,0.4004061177817086,40.04,Moderate,Monitor
2019,0.40020991385022064,40.02,Moderate,Monitor
2020,0.400107027434311,40.01,Moderate,Monitor
2021,0.40001168556105937,40.0,Moderate,Monitor
2022,0.39948971772438535,39.95,Moderate,Low Priority
2023,0.39945271912093094,39.95,Moderate,Low Priority
2024,0.3992342315013345,39.92,Moderate,Low Priority
2025,0.39916790145037145,39.92,Moderate,Low Priority
2026,0.39909701393328556,39.91,Moderate,Low Priority
2027,0.39901226551483576,39.9,Moderate,Low Priority
2028,0.39851287288255727,39.85,Moderate,Low Priority
2029,0.39828260958442735,39.83,Moderate,Low Priority
2030,0.39814181337747584,39.81,Moderate,Low Priority
2031,0.39780932523107837,39.78,Moderate,Low Priority
2032,0.3977442221979394,39.77,Moderate,Low Priority
2033,0.3976053068461867,39.76,Moderate,Low Priority
2034,0.3974398848764589,39.74,Moderate,Low Priority
2035,0.39727293595954016,39.73,Moderate,Low Priority
2036,0.39721964857024383,39.72,Moderate,Low Priority
2037,0.3971216922817598,39.71,Moderate,Low Priority
2038,0.3969207180556129,39.69,Moderate,Low Priority
2039,0.39692049038970584,39.69,Moderate,Low Priority
2040,0.3965337333553768,39.65,Moderate,Low Priority
2041,0.3965049127315506,39.65,Moderate,Low Priority
2042,0.39648864856955685,39.65,Moderate,Low Priority
2043,0.3956079958953144,39.56,Moderate,Low Priority
2044,0.3953221115503342,39.53,Moderate,Low Priority
2045,0.39525830041145066,39.53,Moderate,Low Priority
2046,0.39499267021039736,39.5,Moderate,Low Priority
2047,0.39480551271617026,39.48,Moderate,Low Priority
2048,0.39471213541453243,39.47,Moderate,Low Priority
2049,0.3946241705148101,39.46,Moderate,Low Priority
2050,0.3945792709512177,39.46,Moderate,Low Priority
2051,0.3945294291650857,39.45,Moderate,Low Priority
2052,0.3943961143428704,39.44,Moderate,Low Priority
2053,0.3942716906076786,39.43,Moderate,Low Priority
2054,0.3942462772511802,39.42,Moderate,Low Priority
2055,0.39356428827516476,39.36,Moderate,Low Priority
2056,0.39353206164356885,39.35,Moderate,Low Priority
2057,0.393298408816887,39.33,Moderate,Low Priority
2058,0.3930796496288327,39.31,Moderate,Low Priority
2059,0.39293188325339895,39.29,Moderate,Low Priority
2060,0.39283730332246913,39.28,Moderate,Low Priority
2061,0.3928358484913536,39.28,Moderate,Low Priority
2062,0.392695914831291,39.27,Moderate,Low Priority
2063,0.39266553065065957,39.27,Moderate,Low Priority
2064,0.3926055989171958,39.26,Moderate,Low Priority
2065,0.3923802787591324,39.24,Moderate,Low Priority
2066,0.392360526366973,39.24,Moderate,Low Priority
2067,0.39178013038462167,39.18,Moderate,Low Priority
2068,0.39173432984456685,39.17,Moderate,Low Priority
2069,0.3914573915494844,39.15,Moderate,Low Priority
2070,0.39122403654994586,39.12,Moderate,Low Priority
2071,0.3912106880910914,39.12,Moderate,Low Priority
2072,0.39103586823912057,39.1,Moderate,Low Priority
2073,0.39074505717514335,39.07,Moderate,Low Priority
2074,0.39054701910212597,39.05,Moderate,Low Priority
2075,0.390443195174816,39.04,Moderate,Low Priority
2076,0.3903389540342777,39.03,Moderate,Low Priority
2077,0.38992863038552533,38.99,Moderate,Low Priority
2078,0.3899203504172419,38.99,Moderate,Low Priority
2079,0.3899012754212661,38.99,Moderate,Low Priority
2080,0.38989988183271496,38.99,Moderate,Low Priority
2081,0.3896099517324503,38.96,Moderate,Low Priority
2082,0.389403387873729,38.94,Moderate,Low Priority
2083,0.3888081549351014,38.88,Moderate,Low Priority
2084,0.3886733967817676,38.87,Moderate,Low Priority
2085,0.3886729767777216,38.87,Moderate,Low Priority
2086,0.3875095898826707,38.75,Moderate,Low Priority
2087,0.38749879488964245,38.75,Moderate,Low Priority
2088,0.38749518652483267,38.75,Moderate,Low Priority
2089,0.3874902848244455,38.75,Moderate,Low Priority
2090,0.38719791030488415,38.72,Moderate,Low Priority
2091,0.3871902586476658,38.72,Moderate,Low Priority
2092,0.38689412995691275,38.69,Moderate,Low Priority
2093,0.38688902255535373,38.69,Moderate,Low Priority
2094,0.3868072443195489,38.68,Moderate,Low Priority
2095,0.38666662254654893,38.67,Moderate,Low Priority
2096,0.3865643979804769,38.66,Moderate,Low Priority
2097,0.38648034253317504,38.65,Moderate,Low Priority
2098,0.3863665144423362,38.64,Moderate,Low Priority
2099,0.38631187451762367,38.63,Moderate,Low Priority
2100,0.3862148500762137,38.62,Moderate,Low Priority
2101,0.38615674911140696,38.62,Moderate,Low Priority
2102,0.3859154051951456,38.59,Moderate,Low Priority
2103,0.385753743220591,38.58,Moderate,Low Priority
2104,0.38560101284365184,38.56,Moderate,Low Priority
2105,0.38556186415762983,38.56,Moderate,Low Priority
2106,0.3852366617764392,38.52,Moderate,Low Priority
2107,0.3850897875474471,38.51,Moderate,Low Priority
2108,0.3850082040299892,38.5,Moderate,Low Priority
2109,0.3846351902655941,38.46,Moderate,Low Priority
2110,0.38443588580668475,38.44,Moderate,Low Priority
2111,0.3844175130528354,38.44,Moderate,Low Priority
2112,0.3840609323922958,38.41,Moderate,Low Priority
2113,0.3840566445722465,38.41,Moderate,Low Priority
2114,0.3839499362352902,38.39,Moderate,Low Priority
2115,0.38391226485171465,38.39,Moderate,Low Priority
2116,0.38387590848067726,38.39,Moderate,Low Priority
2117,0.3832799166187481,38.33,Moderate,Low Priority
2118,0.38326817983741907,38.33,Moderate,Low Priority
2119,0.38320411770195606,38.32,Moderate,Low Priority
2120,0.3831788395999563,38.32,Moderate,Low Priority
2121,0.38282986616272324,38.28,Moderate,Low Priority
2122,0.3828176623063449,38.28,Moderate,Low Priority
2123,0.382475072959858,38.25,Moderate,Low Priority
2124,0.38201886796704343,38.2,Moderate,Low Priority
2125,0.38179746601511316,38.18,Moderate,Low Priority
2126,0.380780176123106,38.08,Moderate,Low Priority
2127,0.3804663206478635,38.05,Moderate,Low Priority
2128,0.3803702551924153,38.04,Moderate,Low Priority
