gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,EstimatedAnnualRevenue,AverageMonthlySpend,ContractWeight,LoyaltyScore,TenureCategory,ServiceCount,RetentionScore,SupportUsageScore,InternetUsageCategory,HighValueCustomer,PremiumCustomer,CustomerValueScore,CustomerRiskScore
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,No,1361.5,233.4,19.45,3,79.0,Loyal Customer,1,47.0,0,No Internet Service,0,0,39.86,27.25
Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,1033.85,539.4,44.95,1,26.1,Developing Customer,2,23.8,0,Standard Internet,0,0,17.67,81.45
Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No,6208.0,1164.0,97.0,2,64.8,Loyal Customer,5,63.4,3,High-Speed Internet,1,1,72.09,32.44
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,2323.6,753.6,62.8,3,55.9,Established Customer,5,47.2,3,Standard Internet,0,0,45.54,28.83
Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,758.2,535.2,44.6,2,31.9,Developing Customer,1,15.2,0,Standard Internet,0,0,16.06,71.04
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,624.05,1069.8,89.15,1,14.9,New Customer,3,19.2,0,High-Speed Internet,0,0,12.96,85.74
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,339.2,1017.6,84.8,1,12.8,New Customer,4,22.4,2,High-Speed Internet,0,0,12.89,83.49
Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,879.9,502.8,41.9,1,24.7,Developing Customer,2,22.6,1,Standard Internet,0,0,16.17,82.46
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes,802.5,963.0,80.25,1,17.0,New Customer,2,16.0,0,High-Speed Internet,0,0,12.4,87.98
Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,No,865.6,649.2,54.1,1,21.2,Developing Customer,3,24.6,1,Standard Internet,0,0,17.08,81.22
Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,6736.0,1263.0,105.25,3,74.8,Loyal Customer,6,68.4,2,High-Speed Internet,1,1,81.98,11.52
Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,830.25,369.0,30.75,1,28.9,Established Customer,1,21.2,1,Standard Internet,0,0,15.19,83.19
Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,4078.2,1165.2,97.1,2,49.4,Established Customer,5,50.2,1,High-Speed Internet,1,1,53.01,43.49
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,101.0,242.4,20.2,1,13.5,New Customer,1,8.0,0,No Internet Service,0,0,4.3,94.24
Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,4050.8,1185.6,98.8,3,58.7,Established Customer,5,49.6,2,High-Speed Internet,1,1,56.85,26.82
Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,2917.4,603.6,50.3,2,60.6,Loyal Customer,2,44.8,1,Standard Internet,0,0,43.54,46.7
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,965.85,246.6,20.55,3,62.9,Established Customer,1,33.2,0,No Internet Service,0,0,30.62,38.8
Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,1366.2,910.8,75.9,1,22.6,Developing Customer,2,20.8,1,High-Speed Internet,0,0,18.11,83.96
Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,482.5,1158.0,96.5,1,13.5,New Customer,4,23.0,1,High-Speed Internet,0,1,14.03,82.99
Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,1378.85,719.4,59.95,1,26.1,Developing Customer,3,28.8,1,Standard Internet,0,0,22.19,77.7
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No,19.15,229.8,19.15,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.61,96.25
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,7004.15,1183.8,98.65,2,69.7,Loyal Customer,5,67.6,1,High-Speed Internet,1,1,78.85,28.93
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,8107.2,1351.2,112.6,3,80.4,Loyal Customer,8,83.2,4,High-Speed Internet,1,1,97.41,0.0
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,679.8,247.2,20.6,2,43.1,Established Customer,1,24.8,0,No Internet Service,0,0,20.42,63.01
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,171.3,1027.8,85.65,1,11.4,New Customer,3,16.2,0,High-Speed Internet,0,0,8.8,88.25
Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,858.0,429.0,35.75,3,46.8,Developing Customer,2,24.4,2,Standard Internet,0,0,25.56,46.6
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,5586.0,1197.0,99.75,2,59.2,Loyal Customer,6,63.6,3,High-Speed Internet,1,1,68.54,32.71
Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,3555.7,1153.2,96.1,1,35.9,Established Customer,4,42.2,1,High-Speed Internet,0,1,41.64,66.92
Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,3659.3,1021.2,85.1,2,50.1,Established Customer,7,60.8,3,Standard Internet,0,0,55.86,35.49
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,25.35,304.2,25.35,1,10.7,New Customer,0,0.6,0,Standard Internet,0,0,0.15,100.0
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,2623.75,1259.4,104.95,1,27.5,Established Customer,6,45.0,2,High-Speed Internet,0,1,37.57,65.45
Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,5468.65,1075.8,89.65,3,72.7,Loyal Customer,8,76.6,4,Standard Internet,1,0,78.67,5.52
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,1474.75,1041.0,86.75,2,31.9,Developing Customer,4,30.2,2,High-Speed Internet,0,0,27.75,59.79
Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,3534.2,1034.4,86.2,2,48.7,Established Customer,4,44.6,3,High-Speed Internet,0,0,47.02,47.74
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,50.65,607.8,50.65,1,10.7,New Customer,2,10.6,1,Standard Internet,0,0,5.3,92.5
Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,4665.6,777.6,64.8,3,80.4,Loyal Customer,6,73.2,4,Standard Internet,1,0,72.28,7.5
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,90.85,1090.2,90.85,1,10.7,New Customer,4,20.6,1,High-Speed Internet,0,1,10.53,85.0
Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,5188.8,1297.2,108.1,3,63.6,Established Customer,6,58.8,2,High-Speed Internet,1,1,68.11,19.55
Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,219.45,239.4,19.95,1,17.7,New Customer,1,11.6,0,No Internet Service,0,0,6.8,91.23
Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,4699.75,1025.4,85.45,1,48.5,Loyal Customer,4,53.0,2,High-Speed Internet,1,0,53.75,57.88
Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,2299.5,657.0,54.75,2,49.4,Established Customer,5,50.2,4,Standard Internet,0,0,42.6,43.49
Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,No,3977.6,1084.8,90.4,1,40.8,Established Customer,4,46.4,1,High-Speed Internet,1,1,46.22,63.41
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,44.0,528.0,44.0,1,10.7,New Customer,1,5.6,0,Standard Internet,0,0,2.76,96.25
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,2581.2,1147.2,95.6,1,28.9,Established Customer,4,36.2,0,High-Speed Internet,0,1,32.93,71.94
Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,2289.6,1017.6,84.8,1,28.9,Established Customer,7,51.2,3,Standard Internet,0,0,38.72,60.69
Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,88.6,531.6,44.3,1,11.4,New Customer,1,6.2,0,Standard Internet,0,0,3.32,95.75
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No,378.1,238.8,19.9,1,23.3,Developing Customer,1,16.4,0,No Internet Service,0,0,10.13,87.21
Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No,3992.1,1140.6,95.05,1,39.4,Established Customer,4,45.2,0,High-Speed Internet,1,1,45.7,64.41
Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,5943.3,1080.6,90.05,3,76.2,Loyal Customer,8,79.6,4,Standard Internet,1,1,82.95,3.01
Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,3626.7,1318.8,109.9,1,33.1,Established Customer,7,54.8,3,High-Speed Internet,0,1,48.35,57.68
Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,2514.3,887.4,73.95,1,33.8,Established Customer,2,30.4,1,High-Speed Internet,0,0,29.65,75.93
Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No,1801.8,655.2,54.6,1,33.1,Established Customer,4,39.8,2,Standard Internet,0,0,30.18,68.93
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,No,461.15,240.6,20.05,2,36.1,Developing Customer,1,18.8,0,No Internet Service,0,0,16.13,68.03
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,No,632.0,237.0,19.75,2,42.4,Established Customer,1,24.2,0,No Internet Service,0,0,19.84,63.51
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,No,220.55,240.6,20.05,2,27.7,New Customer,1,11.6,0,No Internet Service,0,0,11.11,74.05
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes,6862.05,1193.4,99.45,1,58.3,Loyal Customer,5,66.4,1,High-Speed Internet,1,1,73.12,47.1
Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,No,3801.2,670.8,55.9,2,67.6,Loyal Customer,3,55.8,2,Standard Internet,1,0,54.22,37.93
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,No,394.0,236.4,19.7,3,44.0,Developing Customer,1,17.0,0,No Internet Service,0,0,19.14,52.36
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,No,1425.6,237.6,19.8,3,80.4,Loyal Customer,1,48.2,0,No Internet Service,0,0,40.84,26.25
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,No,5724.0,1144.8,95.4,2,62.0,Loyal Customer,5,61.0,2,High-Speed Internet,1,1,68.05,34.45
Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No,3006.4,1127.4,93.95,1,32.4,Established Customer,4,39.2,1,High-Speed Internet,0,1,36.92,69.43
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,19.9,238.8,19.9,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.62,96.25
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,19.6,235.2,19.6,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.61,96.25
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,244.05,976.2,81.35,1,12.1,New Customer,3,16.8,1,High-Speed Internet,0,0,9.53,87.75
Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No,1124.7,293.4,24.45,2,52.2,Established Customer,2,37.6,0,No Internet Service,0,0,29.44,52.73
Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,2173.55,899.4,74.95,1,30.3,Established Customer,2,27.4,0,High-Speed Internet,0,0,26.15,78.44
Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,No,4454.85,1048.2,87.35,1,45.7,Loyal Customer,5,55.6,3,High-Speed Internet,1,0,53.62,56.14
Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No,3391.2,847.8,70.65,1,43.6,Established Customer,1,33.8,0,High-Speed Internet,0,0,36.49,72.65
Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No,1172.0,879.0,73.25,1,21.2,Developing Customer,2,19.6,1,High-Speed Internet,0,0,16.37,84.97
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No,6909.0,1184.4,98.7,3,79.0,Loyal Customer,6,72.0,3,High-Speed Internet,1,1,84.8,8.5
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,No,992.0,297.6,24.8,3,58.0,Established Customer,2,34.0,0,No Internet Service,0,0,31.16,38.57
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,1832.6,999.6,83.3,1,25.4,Developing Customer,3,28.2,1,High-Speed Internet,0,0,24.54,78.2
Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes,75.3,903.6,75.3,1,10.7,New Customer,2,10.6,1,High-Speed Internet,0,0,5.44,92.5
Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No,121.5,291.6,24.3,1,13.5,New Customer,2,13.0,0,No Internet Service,0,0,6.92,90.49
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No,488.95,838.2,69.85,1,14.9,New Customer,1,9.2,0,High-Speed Internet,0,0,7.17,93.24
Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,No,2915.95,1206.6,100.55,2,40.3,Established Customer,6,47.4,3,High-Speed Internet,0,1,44.79,46.27
Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,No,1130.8,308.4,25.7,2,50.8,Established Customer,2,36.4,0,No Internet Service,0,0,28.87,53.73
Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No,407.0,488.4,40.7,1,17.0,New Customer,3,21.0,3,Standard Internet,0,0,12.59,84.23
Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,No,2840.75,619.8,51.65,1,48.5,Loyal Customer,2,43.0,0,Standard Internet,0,0,37.88,65.38
Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,No,5465.2,1261.2,105.1,2,56.4,Loyal Customer,6,61.2,2,High-Speed Internet,1,1,66.63,34.72
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,No,859.5,1031.4,85.95,1,17.0,New Customer,3,21.0,0,High-Speed Internet,0,0,15.24,84.23
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,1360.8,907.2,75.6,1,22.6,Developing Customer,2,20.8,0,High-Speed Internet,0,0,18.08,83.96
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,No,3961.0,699.0,58.25,2,67.6,Loyal Customer,4,60.8,2,Standard Internet,1,0,57.65,34.18
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes,1183.4,232.8,19.4,1,52.7,Loyal Customer,1,41.6,0,No Internet Service,0,0,27.5,66.12
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No,4694.4,782.4,65.2,3,80.4,Loyal Customer,6,73.2,4,Standard Internet,1,0,72.45,7.5
Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,No,106.9,641.4,53.45,1,11.4,New Customer,3,16.2,2,Standard Internet,0,0,8.43,88.25
Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,544.8,544.8,45.4,1,18.4,New Customer,1,12.2,0,Standard Internet,0,0,9.0,90.73
Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,No,809.75,237.0,19.75,3,58.7,Established Customer,1,29.6,0,No Internet Service,0,0,27.9,41.82
Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No,1155.7,533.4,44.45,1,28.2,Established Customer,3,30.6,2,Standard Internet,0,0,21.79,76.2
Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,No,750.6,250.2,20.85,2,45.2,Established Customer,1,26.6,0,No Internet Service,0,0,21.74,61.5
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,8211.6,1368.6,114.05,3,80.4,Loyal Customer,8,83.2,4,High-Speed Internet,1,1,98.02,0.0
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No,3144.75,1078.2,89.85,1,34.5,Established Customer,4,41.0,1,High-Speed Internet,0,0,38.63,67.93
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No,55.05,660.6,55.05,1,10.7,New Customer,3,15.6,2,Standard Internet,0,0,7.82,88.75
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No,1807.2,1355.4,112.95,1,21.2,Developing Customer,7,44.6,3,High-Speed Internet,0,1,32.59,66.22
Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,4975.95,1218.6,101.55,1,44.3,Loyal Customer,5,54.4,1,High-Speed Internet,1,1,56.06,57.15
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No,6191.1,1375.8,114.65,2,57.8,Loyal Customer,8,72.4,4,High-Speed Internet,1,1,76.48,26.21
Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,No,1166.4,777.6,64.8,1,22.6,Developing Customer,4,30.8,1,Standard Internet,0,0,21.94,76.46
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No,2894.4,964.8,80.4,1,35.2,Established Customer,2,31.6,0,High-Speed Internet,0,0,32.47,74.92
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes,6354.0,1270.8,105.9,1,52.0,Loyal Customer,6,66.0,2,High-Speed Internet,1,1,69.93,47.87
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,69.55,834.6,69.55,1,10.7,New Customer,1,5.6,0,High-Speed Internet,0,0,2.91,96.25
Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,1302.6,300.6,25.05,3,66.4,Loyal Customer,2,41.2,0,No Internet Service,0,0,36.59,32.54
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No,758.0,1137.0,94.75,1,15.6,New Customer,4,24.8,1,High-Speed Internet,0,1,16.54,81.48
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No,7596.0,1266.0,105.5,3,80.4,Loyal Customer,6,73.2,3,High-Speed Internet,1,1,89.42,7.5
Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,No,1580.8,296.4,24.7,2,64.8,Loyal Customer,2,48.4,0,No Internet Service,0,0,37.53,43.69
Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No,1534.5,837.0,69.75,1,25.4,Developing Customer,5,38.2,3,Standard Internet,0,0,27.8,70.7
Male,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,3612.0,722.4,60.2,1,52.0,Loyal Customer,5,61.0,3,Standard Internet,0,0,51.4,51.62
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,2269.4,972.6,81.05,1,29.6,Established Customer,2,26.8,0,High-Speed Internet,0,0,26.41,78.94
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No,1488.4,292.8,24.4,3,72.7,Loyal Customer,2,46.6,0,No Internet Service,0,0,40.39,28.02
